state,date,value
TAS,2019/07/01,34944
TAS,2019/07/02,80417
TAS,2019/07/03,53288
TAS,2019/07/04,11141
TAS,2019/07/05,34466
TAS,2019/07/06,26148
TAS,2019/07/07,32029
TAS,2019/07/08,85272
TAS,2019/07/09,38229
TAS,2019/07/10,54096
TAS,2019/07/11,38256
TAS,2019/07/12,71614
TAS,2019/07/13,32868
TAS,2019/07/14,16357
TAS,2019/07/15,36238
TAS,2019/07/16,26534
TAS,2019/07/17,39864
TAS,2019/07/18,25538
TAS,2019/07/19,37361
TAS,2019/07/20,96203
TAS,2019/07/21,53659
TAS,2019/07/22,30567
TAS,2019/07/23,63335
TAS,2019/07/24,29862
TAS,2019/07/25,43658
TAS,2019/07/26,74175
TAS,2019/07/27,58617
TAS,2019/07/28,16852
TAS,2019/07/29,5413
TAS,2019/07/30,64376
TAS,2019/07/31,13084
