state,date,value
NSW,2019/12/01,58858
NSW,2019/12/02,95284
NSW,2019/12/03,96223
NSW,2019/12/04,9483
NSW,2019/12/05,3550
NSW,2019/12/06,41847
NSW,2019/12/07,65873
NSW,2019/12/08,91712
NSW,2019/12/09,16105
NSW,2019/12/10,90135
NSW,2019/12/11,15278
NSW,2019/12/12,42105
NSW,2019/12/13,27219
NSW,2019/12/14,93810
NSW,2019/12/15,54165
NSW,2019/12/16,16708
NSW,2019/12/17,53595
NSW,2019/12/18,83282
NSW,2019/12/19,60654
NSW,2019/12/20,63652
NSW,2019/12/21,61458
NSW,2019/12/22,94557
NSW,2019/12/23,95270
NSW,2019/12/24,90155
NSW,2019/12/25,10755
NSW,2019/12/26,51256
NSW,2019/12/27,79014
NSW,2019/12/28,87189
NSW,2019/12/29,46259
NSW,2019/12/30,49645
NSW,2019/12/31,61193
