state,date,value
QLD,2019/01/01,73667
QLD,2019/01/02,67633
QLD,2019/01/03,35293
QLD,2019/01/04,23229
QLD,2019/01/05,38322
QLD,2019/01/06,78981
QLD,2019/01/07,83121
QLD,2019/01/08,7276
QLD,2019/01/09,75798
QLD,2019/01/10,91716
QLD,2019/01/11,6622
QLD,2019/01/12,89545
QLD,2019/01/13,2487
QLD,2019/01/14,93013
QLD,2019/01/15,30411
QLD,2019/01/16,39485
QLD,2019/01/17,64667
QLD,2019/01/18,91080
QLD,2019/01/19,18714
QLD,2019/01/20,47318
QLD,2019/01/21,53549
QLD,2019/01/22,60376
QLD,2019/01/23,44920
QLD,2019/01/24,24205
QLD,2019/01/25,79460
QLD,2019/01/26,59907
QLD,2019/01/27,55632
QLD,2019/01/28,96007
QLD,2019/01/29,41672
QLD,2019/01/30,99006
QLD,2019/01/31,19126
