state,date,value
NSW,2019/06/01,6263
NSW,2019/06/02,12522
NSW,2019/06/03,75789
NSW,2019/06/04,69085
NSW,2019/06/05,55633
NSW,2019/06/06,17499
NSW,2019/06/07,17470
NSW,2019/06/08,17359
NSW,2019/06/09,61149
NSW,2019/06/10,7036
NSW,2019/06/11,25836
NSW,2019/06/12,39672
NSW,2019/06/13,67518
NSW,2019/06/14,67804
NSW,2019/06/15,70334
NSW,2019/06/16,53803
NSW,2019/06/17,83852
NSW,2019/06/18,6848
NSW,2019/06/19,81295
NSW,2019/06/20,27949
NSW,2019/06/21,9778
NSW,2019/06/22,32486
NSW,2019/06/23,20727
NSW,2019/06/24,81736
NSW,2019/06/25,36931
NSW,2019/06/26,3756
NSW,2019/06/27,62082
NSW,2019/06/28,36229
NSW,2019/06/29,42749
NSW,2019/06/30,80445
