state,date,value
NSW,2019/05/01,25268
NSW,2019/05/02,62979
NSW,2019/05/03,73906
NSW,2019/05/04,89704
NSW,2019/05/05,7076
NSW,2019/05/06,43617
NSW,2019/05/07,8920
NSW,2019/05/08,49921
NSW,2019/05/09,47627
NSW,2019/05/10,59163
NSW,2019/05/11,75248
NSW,2019/05/12,43145
NSW,2019/05/13,41346
NSW,2019/05/14,13702
NSW,2019/05/15,85594
NSW,2019/05/16,90800
NSW,2019/05/17,55776
NSW,2019/05/18,37770
NSW,2019/05/19,51534
NSW,2019/05/20,69327
NSW,2019/05/21,23800
NSW,2019/05/22,92144
NSW,2019/05/23,14724
NSW,2019/05/24,26924
NSW,2019/05/25,24546
NSW,2019/05/26,2569
NSW,2019/05/27,61108
NSW,2019/05/28,62792
NSW,2019/05/29,11287
NSW,2019/05/30,30222
NSW,2019/05/31,67812
