state,date,value
NSW,2019/04/01,15562
NSW,2019/04/02,63715
NSW,2019/04/03,30448
NSW,2019/04/04,11422
NSW,2019/04/05,97612
NSW,2019/04/06,33150
NSW,2019/04/07,92110
NSW,2019/04/08,41822
NSW,2019/04/09,68868
NSW,2019/04/10,2777
NSW,2019/04/11,5349
NSW,2019/04/12,54816
NSW,2019/04/13,31714
NSW,2019/04/14,37892
NSW,2019/04/15,11054
NSW,2019/04/16,9547
NSW,2019/04/17,30144
NSW,2019/04/18,97603
NSW,2019/04/19,88616
NSW,2019/04/20,74463
NSW,2019/04/21,52246
NSW,2019/04/22,39843
NSW,2019/04/23,85826
NSW,2019/04/24,32923
NSW,2019/04/25,9744
NSW,2019/04/26,18186
NSW,2019/04/27,70995
NSW,2019/04/28,3183
NSW,2019/04/29,2447
NSW,2019/04/30,90487
