state,date,value
NSW,2019/03/01,37953
NSW,2019/03/02,51704
NSW,2019/03/03,87182
NSW,2019/03/04,78914
NSW,2019/03/05,56286
NSW,2019/03/06,52611
NSW,2019/03/07,67472
NSW,2019/03/08,94273
NSW,2019/03/09,31089
NSW,2019/03/10,4507
NSW,2019/03/11,16280
NSW,2019/03/12,73249
NSW,2019/03/13,19151
NSW,2019/03/14,6995
NSW,2019/03/15,93228
NSW,2019/03/16,34839
NSW,2019/03/17,49854
NSW,2019/03/18,3251
NSW,2019/03/19,77817
NSW,2019/03/20,40439
NSW,2019/03/21,70362
NSW,2019/03/22,95931
NSW,2019/03/23,51214
NSW,2019/03/24,87803
NSW,2019/03/25,5001
NSW,2019/03/26,53578
NSW,2019/03/27,34879
NSW,2019/03/28,61200
NSW,2019/03/29,40100
NSW,2019/03/30,20354
NSW,2019/03/31,34143
