state,date,value
VIC,2019/04/01,69877
VIC,2019/04/02,19613
VIC,2019/04/03,43967
VIC,2019/04/04,73269
VIC,2019/04/05,38739
VIC,2019/04/06,82677
VIC,2019/04/07,98949
VIC,2019/04/08,89584
VIC,2019/04/09,32638
VIC,2019/04/10,77261
VIC,2019/04/11,85097
VIC,2019/04/12,81687
VIC,2019/04/13,46166
VIC,2019/04/14,10021
VIC,2019/04/15,29249
VIC,2019/04/16,66756
VIC,2019/04/17,86603
VIC,2019/04/18,26626
VIC,2019/04/19,82786
VIC,2019/04/20,14949
VIC,2019/04/21,85891
VIC,2019/04/22,31085
VIC,2019/04/23,97759
VIC,2019/04/24,59232
VIC,2019/04/25,2663
VIC,2019/04/26,28084
VIC,2019/04/27,47370
VIC,2019/04/28,89995
VIC,2019/04/29,97260
VIC,2019/04/30,33862
