state,date,value
WA,2019/04/01,91351
WA,2019/04/02,79910
WA,2019/04/03,57387
WA,2019/04/04,30101
WA,2019/04/05,13389
WA,2019/04/06,54278
WA,2019/04/07,37620
WA,2019/04/08,42322
WA,2019/04/09,74026
WA,2019/04/10,35004
WA,2019/04/11,12611
WA,2019/04/12,53126
WA,2019/04/13,81249
WA,2019/04/14,66352
WA,2019/04/15,53414
WA,2019/04/16,43554
WA,2019/04/17,7856
WA,2019/04/18,86024
WA,2019/04/19,81647
WA,2019/04/20,49722
WA,2019/04/21,80564
WA,2019/04/22,26168
WA,2019/04/23,74141
WA,2019/04/24,12680
WA,2019/04/25,13175
WA,2019/04/26,65523
WA,2019/04/27,66604
WA,2019/04/28,54553
WA,2019/04/29,28657
WA,2019/04/30,32303
