state,date,value
VIC,2019/05/01,22444
VIC,2019/05/02,29895
VIC,2019/05/03,66359
VIC,2019/05/04,36394
VIC,2019/05/05,61707
VIC,2019/05/06,22043
VIC,2019/05/07,91521
VIC,2019/05/08,4559
VIC,2019/05/09,71038
VIC,2019/05/10,46529
VIC,2019/05/11,56871
VIC,2019/05/12,13151
VIC,2019/05/13,64471
VIC,2019/05/14,15731
VIC,2019/05/15,51199
VIC,2019/05/16,16000
VIC,2019/05/17,60696
VIC,2019/05/18,20316
VIC,2019/05/19,65719
VIC,2019/05/20,7176
VIC,2019/05/21,77853
VIC,2019/05/22,55271
VIC,2019/05/23,74108
VIC,2019/05/24,66453
VIC,2019/05/25,19182
VIC,2019/05/26,62129
VIC,2019/05/27,14118
VIC,2019/05/28,78091
VIC,2019/05/29,36655
VIC,2019/05/30,94319
VIC,2019/05/31,43161
