state,date,value
WA,2019/03/01,73480
WA,2019/03/02,72985
WA,2019/03/03,82538
WA,2019/03/04,38390
WA,2019/03/05,90481
WA,2019/03/06,66945
WA,2019/03/07,17507
WA,2019/03/08,14282
WA,2019/03/09,28673
WA,2019/03/10,26200
WA,2019/03/11,87618
WA,2019/03/12,11153
WA,2019/03/13,1798
WA,2019/03/14,44521
WA,2019/03/15,43969
WA,2019/03/16,65322
WA,2019/03/17,85016
WA,2019/03/18,18328
WA,2019/03/19,96367
WA,2019/03/20,5916
WA,2019/03/21,73180
WA,2019/03/22,45734
WA,2019/03/23,14040
WA,2019/03/24,7154
WA,2019/03/25,78728
WA,2019/03/26,3530
WA,2019/03/27,56414
WA,2019/03/28,36301
WA,2019/03/29,49132
WA,2019/03/30,44504
WA,2019/03/31,68059
