state,date,value
NT,2019/01/01,17233
NT,2019/01/02,47958
NT,2019/01/03,68380
NT,2019/01/04,40114
NT,2019/01/05,65018
NT,2019/01/06,7881
NT,2019/01/07,45627
NT,2019/01/08,58353
NT,2019/01/09,9730
NT,2019/01/10,2564
NT,2019/01/11,17081
NT,2019/01/12,68760
NT,2019/01/13,28409
NT,2019/01/14,33320
NT,2019/01/15,51847
NT,2019/01/16,11711
NT,2019/01/17,23306
NT,2019/01/18,55054
NT,2019/01/19,25806
NT,2019/01/20,86284
NT,2019/01/21,45512
NT,2019/01/22,26306
NT,2019/01/23,93039
NT,2019/01/24,19008
NT,2019/01/25,1093
NT,2019/01/26,99259
NT,2019/01/27,79063
NT,2019/01/28,36648
NT,2019/01/29,6590
NT,2019/01/30,21017
NT,2019/01/31,43349
