state,date,value
NT,2019/11/01,37970
NT,2019/11/02,57811
NT,2019/11/03,98965
NT,2019/11/04,28373
NT,2019/11/05,77006
NT,2019/11/06,52802
NT,2019/11/07,51900
NT,2019/11/08,91908
NT,2019/11/09,27276
NT,2019/11/10,31946
NT,2019/11/11,35722
NT,2019/11/12,89907
NT,2019/11/13,63072
NT,2019/11/14,52453
NT,2019/11/15,13939
NT,2019/11/16,17545
NT,2019/11/17,75817
NT,2019/11/18,54887
NT,2019/11/19,43823
NT,2019/11/20,65643
NT,2019/11/21,3479
NT,2019/11/22,78875
NT,2019/11/23,79783
NT,2019/11/24,99703
NT,2019/11/25,56457
NT,2019/11/26,34061
NT,2019/11/27,23565
NT,2019/11/28,22452
NT,2019/11/29,1259
NT,2019/11/30,60224
