state,date,value
VIC,2019/01/01,98917
VIC,2019/01/02,45468
VIC,2019/01/03,96795
VIC,2019/01/04,88497
VIC,2019/01/05,96585
VIC,2019/01/06,86706
VIC,2019/01/07,84848
VIC,2019/01/08,8455
VIC,2019/01/09,60528
VIC,2019/01/10,68132
VIC,2019/01/11,22398
VIC,2019/01/12,67977
VIC,2019/01/13,16103
VIC,2019/01/14,1570
VIC,2019/01/15,33423
VIC,2019/01/16,26659
VIC,2019/01/17,81779
VIC,2019/01/18,55911
VIC,2019/01/19,13994
VIC,2019/01/20,81917
VIC,2019/01/21,34945
VIC,2019/01/22,39231
VIC,2019/01/23,56578
VIC,2019/01/24,53393
VIC,2019/01/25,13852
VIC,2019/01/26,98330
VIC,2019/01/27,54853
VIC,2019/01/28,24482
VIC,2019/01/29,68867
VIC,2019/01/30,30083
VIC,2019/01/31,36732
