state,date,value
TAS,2019/08/01,23794
TAS,2019/08/02,87347
TAS,2019/08/03,94625
TAS,2019/08/04,73939
TAS,2019/08/05,4368
TAS,2019/08/06,49410
TAS,2019/08/07,2629
TAS,2019/08/08,72400
TAS,2019/08/09,42646
TAS,2019/08/10,61917
TAS,2019/08/11,42364
TAS,2019/08/12,1425
TAS,2019/08/13,71710
TAS,2019/08/14,26876
TAS,2019/08/15,65305
TAS,2019/08/16,21424
TAS,2019/08/17,50392
TAS,2019/08/18,64317
TAS,2019/08/19,84371
TAS,2019/08/20,57813
TAS,2019/08/21,41395
TAS,2019/08/22,88147
TAS,2019/08/23,12745
TAS,2019/08/24,61211
TAS,2019/08/25,47856
TAS,2019/08/26,83124
TAS,2019/08/27,81777
TAS,2019/08/28,35206
TAS,2019/08/29,55979
TAS,2019/08/30,13490
TAS,2019/08/31,18527
