state,date,value
TAS,2019/09/01,10491
TAS,2019/09/02,28424
TAS,2019/09/03,87096
TAS,2019/09/04,67799
TAS,2019/09/05,17943
TAS,2019/09/06,2673
TAS,2019/09/07,74942
TAS,2019/09/08,16030
TAS,2019/09/09,60350
TAS,2019/09/10,82831
TAS,2019/09/11,70890
TAS,2019/09/12,79291
TAS,2019/09/13,88602
TAS,2019/09/14,13156
TAS,2019/09/15,75201
TAS,2019/09/16,47620
TAS,2019/09/17,15360
TAS,2019/09/18,7992
TAS,2019/09/19,7694
TAS,2019/09/20,45208
TAS,2019/09/21,27731
TAS,2019/09/22,74151
TAS,2019/09/23,89429
TAS,2019/09/24,84394
TAS,2019/09/25,86659
TAS,2019/09/26,82890
TAS,2019/09/27,36909
TAS,2019/09/28,78266
TAS,2019/09/29,14728
TAS,2019/09/30,7042
