state,date,value
WA,2019/12/01,76560
WA,2019/12/02,3202
WA,2019/12/03,83987
WA,2019/12/04,16223
WA,2019/12/05,21577
WA,2019/12/06,78112
WA,2019/12/07,69828
WA,2019/12/08,93464
WA,2019/12/09,53426
WA,2019/12/10,53011
WA,2019/12/11,63563
WA,2019/12/12,24980
WA,2019/12/13,29215
WA,2019/12/14,50808
WA,2019/12/15,53544
WA,2019/12/16,17808
WA,2019/12/17,96483
WA,2019/12/18,41173
WA,2019/12/19,29750
WA,2019/12/20,2379
WA,2019/12/21,55418
WA,2019/12/22,23120
WA,2019/12/23,34671
WA,2019/12/24,12891
WA,2019/12/25,34953
WA,2019/12/26,26106
WA,2019/12/27,2453
WA,2019/12/28,17053
WA,2019/12/29,13612
WA,2019/12/30,59934
WA,2019/12/31,29272
