state,date,value
TAS,2019/03/01,70696
TAS,2019/03/02,99005
TAS,2019/03/03,84545
TAS,2019/03/04,40816
TAS,2019/03/05,73835
TAS,2019/03/06,83168
TAS,2019/03/07,17153
TAS,2019/03/08,93546
TAS,2019/03/09,14223
TAS,2019/03/10,9698
TAS,2019/03/11,28236
TAS,2019/03/12,23723
TAS,2019/03/13,38756
TAS,2019/03/14,90177
TAS,2019/03/15,5306
TAS,2019/03/16,15013
TAS,2019/03/17,32500
TAS,2019/03/18,63551
TAS,2019/03/19,65291
TAS,2019/03/20,84692
TAS,2019/03/21,11657
TAS,2019/03/22,21568
TAS,2019/03/23,80283
TAS,2019/03/24,73458
TAS,2019/03/25,92404
TAS,2019/03/26,98744
TAS,2019/03/27,83157
TAS,2019/03/28,37848
TAS,2019/03/29,72646
TAS,2019/03/30,86981
TAS,2019/03/31,67055
