state,date,value
TAS,2019/10/01,22513
TAS,2019/10/02,3496
TAS,2019/10/03,37584
TAS,2019/10/04,86263
TAS,2019/10/05,23360
TAS,2019/10/06,88094
TAS,2019/10/07,80187
TAS,2019/10/08,34821
TAS,2019/10/09,24106
TAS,2019/10/10,8113
TAS,2019/10/11,71331
TAS,2019/10/12,73859
TAS,2019/10/13,78550
TAS,2019/10/14,77602
TAS,2019/10/15,71168
TAS,2019/10/16,32072
TAS,2019/10/17,73091
TAS,2019/10/18,65169
TAS,2019/10/19,19864
TAS,2019/10/20,19251
TAS,2019/10/21,62606
TAS,2019/10/22,63262
TAS,2019/10/23,99535
TAS,2019/10/24,71399
TAS,2019/10/25,29372
TAS,2019/10/26,50951
TAS,2019/10/27,44433
TAS,2019/10/28,62596
TAS,2019/10/29,92901
TAS,2019/10/30,67676
TAS,2019/10/31,22941
