state,date,value
QLD,2019/06/01,35173
QLD,2019/06/02,57523
QLD,2019/06/03,96749
QLD,2019/06/04,77266
QLD,2019/06/05,31825
QLD,2019/06/06,87150
QLD,2019/06/07,39560
QLD,2019/06/08,52765
QLD,2019/06/09,17947
QLD,2019/06/10,36369
QLD,2019/06/11,28693
QLD,2019/06/12,88046
QLD,2019/06/13,17233
QLD,2019/06/14,99444
QLD,2019/06/15,72915
QLD,2019/06/16,21595
QLD,2019/06/17,58162
QLD,2019/06/18,80374
QLD,2019/06/19,61291
QLD,2019/06/20,68882
QLD,2019/06/21,15921
QLD,2019/06/22,61759
QLD,2019/06/23,51482
QLD,2019/06/24,65020
QLD,2019/06/25,72464
QLD,2019/06/26,46883
QLD,2019/06/27,6742
QLD,2019/06/28,22325
QLD,2019/06/29,24467
QLD,2019/06/30,51693
