state,date,value
SA,2019/06/01,81385
SA,2019/06/02,6560
SA,2019/06/03,59417
SA,2019/06/04,49421
SA,2019/06/05,60443
SA,2019/06/06,41755
SA,2019/06/07,99603
SA,2019/06/08,49052
SA,2019/06/09,20668
SA,2019/06/10,7365
SA,2019/06/11,12296
SA,2019/06/12,40017
SA,2019/06/13,9041
SA,2019/06/14,58374
SA,2019/06/15,25473
SA,2019/06/16,52004
SA,2019/06/17,57256
SA,2019/06/18,52537
SA,2019/06/19,4046
SA,2019/06/20,60869
SA,2019/06/21,6934
SA,2019/06/22,55240
SA,2019/06/23,44799
SA,2019/06/24,6511
SA,2019/06/25,32153
SA,2019/06/26,71610
SA,2019/06/27,27334
SA,2019/06/28,70093
SA,2019/06/29,81631
SA,2019/06/30,28575
