state,date,value
QLD,2019/12/01,11350
QLD,2019/12/02,77465
QLD,2019/12/03,33385
QLD,2019/12/04,83544
QLD,2019/12/05,68837
QLD,2019/12/06,87958
QLD,2019/12/07,51484
QLD,2019/12/08,87501
QLD,2019/12/09,36474
QLD,2019/12/10,34139
QLD,2019/12/11,68315
QLD,2019/12/12,62071
QLD,2019/12/13,14245
QLD,2019/12/14,75876
QLD,2019/12/15,49668
QLD,2019/12/16,55228
QLD,2019/12/17,29203
QLD,2019/12/18,40716
QLD,2019/12/19,6455
QLD,2019/12/20,90089
QLD,2019/12/21,83099
QLD,2019/12/22,76669
QLD,2019/12/23,44637
QLD,2019/12/24,72596
QLD,2019/12/25,44112
QLD,2019/12/26,66752
QLD,2019/12/27,17977
QLD,2019/12/28,89269
QLD,2019/12/29,34370
QLD,2019/12/30,52189
QLD,2019/12/31,84376
