state,date,value
VIC,2019/11/01,60634
VIC,2019/11/02,43233
VIC,2019/11/03,62999
VIC,2019/11/04,21369
VIC,2019/11/05,65008
VIC,2019/11/06,60797
VIC,2019/11/07,82705
VIC,2019/11/08,45160
VIC,2019/11/09,20312
VIC,2019/11/10,13673
VIC,2019/11/11,44820
VIC,2019/11/12,38567
VIC,2019/11/13,61408
VIC,2019/11/14,56561
VIC,2019/11/15,10470
VIC,2019/11/16,27165
VIC,2019/11/17,76670
VIC,2019/11/18,26380
VIC,2019/11/19,79661
VIC,2019/11/20,93953
VIC,2019/11/21,70027
VIC,2019/11/22,67350
VIC,2019/11/23,2741
VIC,2019/11/24,50677
VIC,2019/11/25,6031
VIC,2019/11/26,49719
VIC,2019/11/27,19532
VIC,2019/11/28,8051
VIC,2019/11/29,37829
VIC,2019/11/30,6621
